row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,230809_B0.mzML Peak area,230823_B0.mzML Peak area,230809_B6.mzML Peak area,230809_B3.mzML Peak area,230809_B2.mzML Peak area,230809_B4.mzML Peak area,230809_B5.mzML Peak area,230823_B4.mzML Peak area,230905_B0.mzML Peak area,230905_B1.mzML Peak area,230823_B1.mzML Peak area,230823_B6.mzML Peak area,230905_B3.mzML Peak area,230905_B2.mzML Peak area,230823_B2.mzML Peak area,230905_B6.mzML Peak area,230926_B2.mzML Peak area,230926_B4.mzML Peak area,230905_B5.mzML Peak area,230926_B0.mzML Peak area,231010_B0.mzML Peak area,230905_B4.mzML Peak area,240507_B0.mzML Peak area,230823_B3.mzML Peak area,230809_B1.mzML Peak area,230926_B5.mzML Peak area,231010_B1.mzML Peak area,230926_B1.mzML Peak area,230823_B5.mzML Peak area,231010_B2.mzML Peak area,230926_B6.mzML Peak area,231010_B3.mzML Peak area,231010_B5.mzML Peak area,Blank_restart_1.mzML Peak area,240901_B1.mzML Peak area,231010_B6.mzML Peak area,240417_B2.mzML Peak area,Blank1.mzML Peak area,Blank2.mzML Peak area,240417_B0.mzML Peak area,Blank4_before_neg.mzML Peak area,Blank3.mzML Peak area,230926_B3.mzML Peak area,240417_B5.mzML Peak area,240507_B3.mzML Peak area,240417_B4.mzML Peak area,Culture_Remin_E.mzML Peak area,231010_B4.mzML Peak area,240616_B1.mzML Peak area,Culture_Remin_F.mzML Peak area,240417_B6.mzML Peak area,240507_B1.mzML Peak area,240417_B3.mzML Peak area,QC_mix2.mzML Peak area,Culture_Remin_D.mzML Peak area,Process_Blank_1.mzML Peak area,QC_mix_restart_1.mzML Peak area,Process_Blank_3.mzML Peak area,QC_mix3.mzML Peak area,QC_mix_1.mzML Peak area,QC_mix5.mzML Peak area,QC_mix4.mzML Peak area,Process_Blank_2.mzML Peak area,240616_B5.mzML Peak area,240616_B3.mzML Peak area,240616_B0.mzML Peak area,240507_B5.mzML Peak area,240417_B1.mzML Peak area,240616_B2.mzML Peak area,240616_B6.mzML Peak area,Chance_pooled_QC_2.mzML Peak area,Chance_pooled_QC_1.mzML Peak area,Chance_pooled_QC_4.mzML Peak area,Chance_pooled_QC_restart_1.mzML Peak area,240616_B4.mzML Peak area,Chance_pooled_QC_3.mzML Peak area
743,832.8162536,0.5520297,,,,,,,,,,,546962.75,626805.3,467825.97,479557.2,416383.2,362553.94,506113.1,193344.67,617823.06,390933.2,341669.9,222827.88,377855.97,288346.34,319839.94,545101.94,506221.53,275465.88,282349.72,585205.44,267502.53,355384.9,328035.66,345657.25,526734.4,334595.88,142075.66,481339.9,286182.8,232529.62,358437,456505.53,205454.33,0,0,286536.62,398945.3,0,0,173131.92,0,0,358755.25,214586.73,177642.55,372752.97,39166.13,82694.31,481787.4,25712.904,446437.12,437879.66,388621.56,0,36119.473,292233.88,0,157777.67,0,0,0,0,198604.23,443772.12,490187.3,413032.34,250179.47,340908.56,474070.66,521866.38,482903.38,426671.44,483430.75,406164.88,432091.7,510062.4
751,430.9112248,0.5521891,,,,,,,,,,,2417483,4619286,1565508.6,1758847.6,1023540.94,1248168.2,2120764.2,688197.5,1977865.6,968265,1003927.5,828417.3,1234006.5,1021205.9,1658049,1367298.4,1200284.4,1036542.5,1464563.6,2731578.2,836687.44,861729.4,1568758.6,1494217.4,6367553,1760771.6,507491.94,1425808.2,1339986.6,728406.2,1050304.8,2070884,886761.94,0,0,1010201.44,1656617.1,0,9530.707,643917.6,8230.085,0,1532353.6,980347,868883.56,1779370,641263.2,346059.12,3724119.2,608570.1,2196617.8,2017034.2,1538976.2,0,692304.75,4276289.5,2210.01,1225123.8,0,2520.4482,0,0,1467113.4,4119421.2,3799086.5,3924226.5,1083809.2,1565324.2,3718069,4171408.2,2239155.2,2403457.8,2121308.5,2545810.8,3735721.8,2216828.5
762,255.1179885,0.55688316,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192618.44,0,0,253526.45,0,0,0,0,0,0,0,0,0,0,0,0,69334.125,0,30555.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23044.115,0,0,0,5538.7036,0,0,0,0
765,838.8334506,0.5533191,,,,,,,,,,,1527853,3861846.8,983231.9,1052896,491659.22,700736.94,1407208.2,381160.5,1139411.6,576220.3,596760.6,550278.5,844596,522562.7,1232637.8,747479.44,686045,696161.06,902767.75,1840618.5,506084.28,533319.56,1114104.4,1104721,6350041.5,1333006.2,291622.9,887282.7,1028869.6,409615.66,665376.94,1404349.6,508003.25,0,0,566658.1,1212616.2,0,0,394529.88,0,0,1012273.25,555895.75,566364.4,1236625,435265.06,139648.42,3114605.8,470083.2,1507953.1,1307947.8,977549.25,0,530996.4,4658074.5,0,1261865.9,0,0,0,0,1519645.6,3281925.8,2988441.5,3333136.5,648668.5,1143149.9,2814023.5,3171281.8,1591491.8,1910554.6,1434887.1,2003916.8,2912809.5,1644050.1
769,498.8982987,0.55301136,,,,,,,,,,,1271333,2628672.5,818010.4,973938.6,519244.4,666101,1148876.6,338333.56,1058517.9,532167.25,531974.2,405705,644221.4,499378.72,873446.75,762717.8,646505.9,561542.56,750899.06,1583353.4,439653.72,431507.7,831903.6,783452.4,3731641,963681.06,232155.47,766497.75,709467.56,343634.16,580954.44,1143527.5,469054.7,0,0,533405.56,931726.9,0,2279.0435,327312.12,0,0,804212,471123.25,450095.56,996277.2,340728.56,175859.98,2080663.2,327375.62,1285844.8,1085126.8,826538.3,0,362906.34,2306808.8,0,599406.1,0,0,0,0,776804.1,2316734.8,2152142.2,2197120.5,536800.5,848652.5,2100846.2,2301914.2,1214126.8,1330060.1,1154936.5,1432097.4,2080367.2,1201445.4
770,566.8853105,0.5532059,,,,,,,,,,,1348878.1,2852329.8,889357.94,993558.75,503760.66,652957.75,1201303.2,385493.62,1123779.9,553462.8,578570.3,445470.06,696628.7,558019.1,945187.8,726614.9,667135.75,606255.6,825062.25,1638825,461365.88,444655.5,907212.56,865246.56,4168862,1011873,248741.42,804630.8,842893.3,372981.66,602117.75,1219618.2,519172.56,0,0,541743.2,919600.9,0,2389.6716,314043.4,0,0,854305.25,520477.12,503836.66,1036741.75,346183.12,180563.72,2267149.5,358233.9,1341490.6,1167239.1,880060.44,0,415887.75,2704023,0,702159.56,0,0,0,0,906913.5,2481294,2321043,2398589,577513.8,916271.3,2296954.8,2499962,1329112.1,1505662.2,1204702.5,1687656.6,2276970.5,1340269.4
771,770.8465499,0.55353385,,,,,,,,,,,1724940.6,4183784,1088581.1,1212978.4,625318.4,734117.9,1601613.5,413197.4,1248459.2,649812,665073.9,602573.9,898953.9,592833.5,1323287.5,853797,796863.6,758934.1,1016634.9,1938536.2,542203.3,574906.4,1233372,1203316.4,6574381,1494116,297502.8,927675.44,1114116.2,433630.53,731228.6,1425309.4,579814.2,0,0,654390.75,1280066.1,0,0,433970.06,0,0,1099784.1,610259.06,641644.44,1340732.2,467997.97,161440.7,3060680.8,492193.8,1590740.1,1411074,1063805.9,0,559920.25,4731205,0,1368303.2,0,0,0,0,1500821.8,3533226.8,3167123.5,3450025.2,724198.25,1164174.1,3083743.8,3317882,1722913.8,2039466.5,1541034.9,2110527.2,3207079,1770965.2
772,634.8723292,0.55323833,,,,,,,,,,,1428596.4,3316070.8,950924.7,1078191.1,540469.44,694870,1332599.6,385780.28,1193281.2,595696.3,600156.5,501565,778971.7,547162.44,1094541,800234.2,733810.2,669408.9,896514.25,1709290.6,479660.8,494035.53,1002143.3,1005062.94,4875849,1233412,275831.1,844794.75,921476.3,408913.94,666046.4,1273251.9,547792.4,0,0,570721,1091491.1,0,0,410641.4,0,0,962043.2,551797,574091.7,1130910.9,401885.84,173964.2,2515336.2,393420.9,1421560.2,1171296.2,964868.94,0,460826.25,3277105,0,903440.6,0,0,0,0,1117431.1,2789961.5,2684088,2786296,613596.75,1040397.4,2560109.8,2793133.5,1477202.8,1720477.2,1305380.2,1896690.2,2620400.2,1507098.6
775,702.8594787,0.55332696,,,,,,,,,,,1820580.4,4294769,1140931.5,1294635.8,648555.25,823479.3,1629539.2,460933.78,1323090.4,681601.1,745872.8,628007.56,983183.1,657240.56,1351405.8,938932.75,850508.06,836671.9,1077335.2,2150762,598635.9,631770.5,1258937.2,1255757.2,6532618,1561701.9,334712.47,974184,1174164.9,486630.62,841657.4,1529224.6,659311.06,0,0,706001.4,1348689.2,0,0,506281.53,0,0,1168208.8,657138,688407.8,1408546.4,509130.44,196479.02,3388871,520688.2,1768925.6,1549315.8,1180271.5,0,597344.1,4608490.5,0,1395887,0,0,0,0,1492153,3708416.5,3291589.5,3535835,753842.75,1250549.9,3167813.8,3589900.8,1920208.8,2197263.5,1631634.5,2268612.2,3172171.8,1827755.6
778,906.8204751,0.55369985,,,,,,,,,,,1253495.5,3281757.5,765897.6,865927.6,387620.03,539145.06,1169473,280472.7,875908.9,411844.75,422313.34,425843.47,671900.44,409595.94,960724.2,584779,560734.25,524677.25,709268.6,1449822.4,390827.22,414755.75,874917.9,890347.44,5291545,1088821.1,196434.78,671405.9,790967.7,301122.44,528920.7,1015894.3,407485.7,0,0,437824.9,981482.7,0,0,305879.8,0,0,798337.1,436392.88,473841.53,979462.2,335111.72,100788.58,2546794.5,358794.2,1283809.8,1042447.75,755252.4,0,367288.06,3880090.2,0,1074227.5,0,0,0,0,1263147.4,2795151.2,2491886.2,2764795.2,506275.72,891956.06,2276556,2578916.8,1296602,1593478.4,1196154.2,1525375.5,2326799.2,1331487.1
786,968.7902622,0.55297273,,,,,,,,,,,476652.44,519254.94,359697.16,376645.94,291580.4,288167.1,410117.5,142052.27,468294.94,319275.5,266621.5,169161.1,282389.97,214482.08,286027.56,406495.47,402711.2,228578.03,215500.97,448019.72,200188.58,242590.7,266973.16,262751.1,463566.06,285108.06,110516.34,372247.44,221863.62,169264.2,275462.38,341666.47,172489.52,0,0,213987.25,315584.03,0,0,134990.8,0,0,277064.06,162488.78,118701.34,309392.16,32473.266,49974.555,384335.4,23354.348,396042.38,336325.7,314360.5,0,35107.305,256113.08,0,129679.11,0,0,0,0,154966.98,354018.94,391665.88,289410.8,191511,295367.47,415183.72,436698.03,388246.3,289438.56,416445.1,280383.88,370029.7,414316.88
802,158.9628825,0.5510831,,,,,,,,,,,521822.06,817481.2,352207.94,423701.7,244662.16,387092.16,490306.3,327146,462756.25,343599.5,333187.25,259733.33,308941.66,271744.3,386088.72,380155.53,311981.1,306573.44,341836.22,583701.2,215894.98,269840.12,378976.28,367410.7,990612.5,327714.84,191533.31,384420.1,350297.62,262169.94,259407.95,404074.6,263078.8,0,2852.6682,363955.28,363828.2,2504.3855,2337.5454,161693.67,2386.8726,0,352583.56,313641.97,310677.38,453858.7,168816.88,162604.58,709334,175198.92,435887.3,504378.66,343956.06,0,163084.7,644718.9,0,232827.62,0,0,0,0,320883.62,673825.2,682710.75,660775.6,343863.34,437654.34,722540.1,682329.1,467763.62,419777.94,476671.38,492830.3,641717.1,447322.78
807,1042.794591,0.5537574,,,,,,,,,,,749669.6,2202167.5,427482.94,500287.12,216604.39,313534.03,740352.7,148039.44,510367.62,210342.9,227098.55,219978.11,434763.94,232730.31,574514.3,303107.56,283418.2,281603.38,421469.1,941553.6,181873.2,206510.2,512835.8,494815,3686269.5,650387.7,100731.36,377371.47,439242.56,171369.69,283795.47,642966.5,216955.9,0,0,233558.88,568980.56,0,0,168374.9,0,0,455691.6,233613.38,236721.28,568350.2,187256.44,51694.543,1548641.9,220964.92,760997.8,658277.4,420216.88,0,206843.64,2743702,0,688354,0,0,0,0,745073.6,1831724.2,1487686.5,1810819.8,291388.88,523122.2,1406164.2,1647952,766502.2,959834.25,716784.25,870958.94,1519852.4,786613.6
810,974.8076918,0.5538908,,,,,,,,,,,939307.6,2763303.8,575339.25,692215.6,328268.03,413244.75,942139,197139.67,652602.1,324556.5,320899.12,328013.12,534755.06,294115.94,762218.1,409593.94,401503.12,426835.06,554661.2,1141567,300363.6,311297.94,681000.3,666524.2,4557117,819122.4,149907.69,534866.3,625530.7,216903.97,416979.28,842795.75,300253.66,0,0,331994.72,741310.6,0,0,224211.73,0,0,649196.9,315651.75,347228.97,803985.3,270026.53,73654.19,1955939.6,280199.88,977624.25,828658.25,585008.75,0,300969.6,3350315,0,882071.25,0,0,0,0,990919.56,2145672.5,2050294.9,2346472.2,385183.66,711088.9,1864258.2,2184841.8,1007163.44,1200487.4,875725.25,1152175,1921600.4,1061226.9
827,169.114721,0.55279416,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176625.89,0,0,0,0,0,0,285241.84,0,9778.416,273856.06,0,0,152626.42,3575.9033,0,0,114067.33,0,0,0,32138.648,68920.59,131064.51,0,155146.89,0,0,27092.473,136225.67,117412.99,0,0,0,0,0,0,0,0,0,0,0,0,0,102613.92,170590.72,0,0,0,0,0,0,0,0
845,1110.781904,0.55395544,,,,,,,,,,,517337.1,1606893.5,303335.94,374137.88,129188.23,191106.84,457937.3,91046.734,360430.75,140359.86,161578.7,150215.67,274703.66,151751.45,406078.06,209034.97,183796.72,195197.56,294423.22,639596.3,128909.19,161163.52,329558.38,337482.12,2960078.8,486044.25,68788.73,272056.1,328708.5,97563.22,182993.73,439190.56,141364.72,0,0,151512.56,422349.7,0,0,115866.44,0,0,274309.75,173489.78,165872.11,426074.4,124690.38,38031.01,1152907,143403.6,537594.56,433823.8,284233.03,0,142252.55,2083018.9,0,514440.4,0,0,0,0,518066.75,1273961,1134958.1,1335871,171221.6,326465.12,1099816,1265792.8,553820.44,656919.75,447025.3,616235.75,1145071.5,535613
849,279.893995,0.54868823,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11220.819,0,0,10362.466,0,20991.668,5011.8936,38597.84,27071.756,0,0,0,0,0,0,0,0,0,0,0,0,0,0
970,1178.768959,0.55363166,,,,,,,,,,,307514,1201549.2,170145.53,222965.97,83315.664,149901.98,304970.88,54440.074,234069.27,85941.4,109638.07,88356.89,209249.86,91629.89,262590.25,135723.47,110656.64,115024,178562.89,421216.94,89765.86,85855.836,240090.67,237601.5,2050264.4,319971.88,41092.35,162538.58,216594.47,66060.22,127769.86,279660,106552.2,0,0,110134.55,238662.77,0,0,80076.75,0,0,192930.83,88878.984,102317.16,273475.25,86901.64,27263.566,826388.6,98927.29,376773.4,298013.22,186092.52,0,107472.805,1632854,0,359598.6,0,0,0,0,386460.8,951402.4,841787.5,937232,129185.94,219693.4,724794.8,814194.25,346183.8,465534.28,284971.56,426189.56,810111.4,399289.78
993,940.8138977,0.55354357,,,,,,,,,,,183197.02,763716.06,103254.92,131709.77,50722.797,69671.25,200818.88,31666.398,111334.14,49611.82,57233.73,52843.383,96038.92,31521.559,179139.58,69536.62,50094.555,81846.03,97736.84,223150.66,55078.39,41588.047,156089.72,161172.31,1505788.1,210787.55,21946.912,82963.266,128833.125,34248.8,81968.164,159006.69,54481.676,0,0,50191.75,161693.4,0,0,55808.91,0,0,110903.42,55068.418,63507.02,140661.23,51147.93,11355.924,522359.5,60196.23,183085.42,180278.31,126667.81,0,72195.76,1199729.1,0,276957.88,0,0,0,0,279435.06,591382.1,564919.06,552412.9,67887.81,129473.28,480114.28,536817.94,215429.3,299246.06,163818.1,324794.38,508542.97,225244.81
1006,804.8399201,0.55402744,,,,,,,,,,,278240.84,954095.8,129092.375,159263.72,66540.78,71577.13,232833.61,41674.684,165098.03,62385.18,80880.07,71080.4,128448.11,53440.07,196817.53,89420.7,100159.44,113970.734,146436.2,298442.12,70508.37,73302.84,189963.84,159960.42,1793338.4,260313.84,29299.197,125878.67,180363.22,52596.65,98176.45,250607.03,75685.23,0,0,67609.85,202924.5,0,0,58953.406,0,0,165232.9,70001.85,90094.375,215764.94,74120.39,5817.3047,674014.56,76480.68,266131.12,199847.75,151960.66,0,87477.26,1267160.8,0,311522.8,0,0,0,0,334198.84,757712.6,668071.5,732017.25,90202.59,154285.94,600788.1,691401.5,351791,392582.56,256479.48,422870.3,597042.75,317437.78
1010,872.8268176,0.5534048,,,,,,,,,,,209812.97,906280.56,153341.92,143341.38,55871.727,69523.16,234510.72,32504.023,160452.28,60144.86,64324.027,71739.82,121345.63,40861.812,200524.66,81612.695,100397.81,85049.74,131473.69,297533.34,60493.305,64015.824,170789.56,146931.98,1691214.5,229521.72,27434.857,114640.36,159375.67,40795.17,93063.47,228958.55,63287.88,0,0,62962.133,163072.14,0,0,57157.035,0,0,140806.62,62821.266,76447.47,201067.61,63997.36,3610.858,582646.25,73074.336,204444.36,207758.66,139621.47,0,70610.3,1303661.2,0,299083.28,0,0,0,0,324418.47,711234.6,694046.4,708450.4,84072.39,150683.94,566700.4,625498.56,297707.22,360243.62,229588.28,399397.38,545950.9,316098.6
1014,736.8528827,0.55377287,,,,,,,,,,,281071.2,901681.2,165230.34,167313.52,49160.695,91251.33,236303.72,49519.03,165065.55,79063.01,84471.305,75988.87,111992,64353.15,175379.72,96492.25,99935.22,106675.86,143903.7,356695.25,62793.59,61495.016,193281.06,162310.47,1638866.4,245371.4,30982.844,125497.22,155900.3,46857.42,110193.76,221234.39,65335.094,0,0,73642.92,169594.84,0,0,54134.8,0,0,156517.48,61432.105,89263.55,238866.38,69187.17,5680.552,602646.2,75890.95,247770.88,199235.12,126097.26,0,92844.23,1192645,0,272458,0,0,0,0,327151.03,759150,659895.1,660616,87078.484,173921.52,589420.2,610361.94,299920.62,358423.3,239915.5,444924.47,631567.56,321662.94
1018,1246.756676,0.55382925,,,,,,,,,,,212367.95,880167.5,132691.92,130056.42,60181.973,76774.875,229159.11,36399.426,136078.22,56195.79,68108.125,64455.066,120852.92,60779.016,161680.97,73497.28,67934.93,84442.4,120889.03,285887.97,49516.402,47887.91,138212.06,162840.78,1662129.6,218998.75,20884.29,97276.74,123657.17,39797.17,86553,189537.12,51226.074,0,0,71224.945,190885.06,0,0,41148.22,0,0,125645.78,57543.477,71712.91,168463.39,51587.78,16991.412,500549,61385.082,211408.38,211166.47,143662.4,0,74603.59,1225509.8,0,265903.22,0,0,0,0,276752.5,632683.75,556803.4,664617.25,79050.36,146986.97,497332.06,579303.5,258780.53,301872.12,185917.38,293637.66,547093.44,257310.84
1044,1382.731713,0.5533656,,,,,,,,,,,87434.28,447755.94,60170.082,62945.086,23361.523,20392.889,98677.91,13719.557,59782.855,24030.65,28156.629,15539.738,59136.35,14703.779,78318.14,32896.414,33550.215,32334.203,48408.55,118923.734,9285.908,22821.076,63934.03,58548.227,915709.9,97168.125,11440.659,44800.31,53441.39,19639.574,31023.582,103611.79,25726.447,0,0,27780.408,98443.195,0,0,15560.313,0,0,50477.363,22808.47,32259.912,81104.97,22007.035,6770.959,288487.38,17030.79,116637.34,85740.62,55195.05,0,21560.6,770868.94,0,149074.8,0,0,0,0,150286.66,355208.53,308305.5,335915,26433.105,68360.734,243132.7,322935.12,131551.06,170172.84,74325.34,118558.98,242721.19,125804.29
1051,1008.800724,0.5537592,,,,,,,,,,,173392.38,697045.5,110793.38,104647.97,40174.527,52492.562,153527.12,21253.348,96322.96,44804.414,42260.766,49642.55,82353.61,33031.234,138490.73,47172.19,52274.43,55348.36,81725.22,209887.78,43810.977,43568.676,137193.88,127542.19,1339293.4,164602.28,17252.055,79092.08,129496.84,23142.033,72425.2,149927.39,40744.242,0,0,36654.29,159719.34,0,0,40916.883,0,0,98261.88,35361.27,60644.703,140501.19,48257.098,0,454386.62,50430.625,165846.33,157486.03,92500.59,0,52846.793,1029960,0,246622.03,0,0,0,0,268789.4,537705.4,447199.72,539672.3,48935.164,119254.27,438974.22,493183.8,204348.39,283781.88,144763.36,273493.56,460619.22,171652.89
1056,1314.744204,0.553922,,,,,,,,,,,120282.08,613770.1,84807.28,98488.414,34549.863,49603.76,160401.73,14428.125,90548.8,31925.139,42642.12,39664.74,80108.375,37405.598,113351.72,59877.516,47463.89,55627.33,86382.016,163387.72,37766.285,29506.072,99020.375,110940.234,1282855,142972.67,10938.212,71718.21,98677.68,26433.184,54804.496,140959.28,37689.973,0,0,40533.117,118848.08,0,0,28809.19,0,0,97780.766,37277.31,49887.504,127833.39,35268.81,5614.3066,413565.62,34671.312,154725.19,121382.984,80758.32,0,44550.477,984714,0,194946.47,0,0,0,0,216034.62,491552.88,467197.3,482107.88,51793.01,101473.59,378996.12,472004.78,174692.9,212128.1,132373.05,187306.88,386089.5,169228.89
1064,175.9539487,0.5567307,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20669.695,0,0,16558.03,0,44768.5,0,62084.207,44478.504,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1079,1144.775086,0.5535751,,,,,,,,,,,103322.78,536799.75,64580.953,75402.36,19888.008,32257.2,99926.53,12306.147,60924.39,21555.477,24872.018,27348.895,53901.035,21722.738,100636.45,27823.48,24863.754,44458.676,68447.27,148445,24012.053,27810.12,90506.45,71681.53,1021880.6,112742.5,10852.427,40220.145,66648.195,16942.713,41016.477,81824.375,27849.51,0,0,25603.717,85719.99,0,0,26238.285,0,0,58637.945,24464.824,36175.07,72689.66,24015.316,0,307666.25,23738.52,87070.84,100747.77,59853.48,0,27722.852,778689.56,0,188924.27,0,0,0,0,196795.6,402647.88,334911.9,358209.9,46325.016,71643.766,286106.9,274287.1,153490,179459.02,96350.55,198518.2,288048.2,136215.06
1091,1076.787778,0.5536021,,,,,,,,,,,134688.14,560721.44,84704.67,93670.8,27893.441,46489.11,126983.16,8377.174,79405.72,26554.512,25752.52,27366.14,73245.336,14065.845,105895.984,44323.586,27158.426,48634.2,80512.484,174830.89,40819.59,44816.484,101702.59,98866.94,1122722.9,160481.64,11897.097,63272.184,98613.69,17300.066,59360.47,119375.195,36325.145,0,0,29892.75,128184.445,0,0,34653.24,0,0,83708.43,32097.875,45224.867,96143.71,35390.305,5253.783,363663.62,34774.67,140550.84,108258.37,96211.734,0,47886.86,919238.56,0,217546.9,0,0,0,0,242048.7,471473.2,383292.06,405438.84,49428.42,86052.51,330608.7,367686.88,155001.11,261412.34,109343.72,221873.4,363801.4,156595.81
1109,186.9556252,0.57900375,,,,,,,,,,,0,0,0,0,0,0,5054.46,21716.465,0,0,0,12668.957,0,0,0,0,0,0,0,0,0,0,0,0,0,21412.547,0,0,0,0,0,0,0,120413.28,106213.414,0,0,116765.26,112632,5229.3027,111040.25,120299.16,0,0,10623.9375,0,19773.928,0,0,20773.59,0,0,0,83181.63,23263.105,22012.03,78080.76,40048.492,77360.875,0,73673.65,51579.13,47855.387,0,0,0,0,5674.615,0,0,0,0,0,0,0,0
1128,374.1332172,0.6253781,,,,,,,,,,,0,0,10672.234,5691.8438,0,0,4982.2734,10933.777,0,0,5531.4004,0,0,0,0,5430.6846,0,0,0,0,16526.395,4997.6455,5181.8223,6024.157,0,4934.8525,6607.9844,0,0,13717.25,0,0,7276.8477,0,0,4635.407,0,0,0,6166.3774,0,0,0,12402.646,5974.789,10665.569,98391.25,4959.922,0,251091.86,0,0,0,0,171389.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5479.914,7530.3916,0,13826.003
1160,158.9609886,0.59553355,,,,,,,,,,,105241.42,72191.53,184044.5,166432.06,144751.66,169154.08,152218.6,341287.62,104764.336,177667.5,229669.31,273604.62,222853.58,182087.88,222926.97,145725.83,176578.38,212100.92,189643.27,94899.95,227587.55,247316.4,251179.72,174435.72,26295.877,280307.22,245573.1,179955.22,216825.6,224223.58,243685.77,94756.45,205273.95,972373.6,778231.7,179505.98,181337.27,860380.7,882975.75,300000.44,873803,1050111.2,198687.6,218580.06,313399.44,176729.08,358613.3,227474.16,58444.71,350380.56,89098.53,148813.17,163287.7,661194.7,324070.84,293939.3,459141.22,557571.7,641468.25,216431.58,570092.75,784945.7,499725.38,49171.207,46606.64,54063.09,234269.69,202701.67,38073.457,60499.33,107191.76,131276.73,118250.44,121995.305,58541.926,132441.95
1175,224.9552334,0.56570333,,,,,,,,,,,0,17964.172,0,0,0,0,4264.46,0,14619.937,5020.2456,0,0,22325.12,250210.34,0,0,0,0,78519.58,0,0,12351.004,11301.42,0,17435.16,0,71830.75,4405.6865,0,0,0,57426.52,3865.963,0,0,0,0,0,0,8812.851,0,0,0,176670.44,74015.266,0,0,16708.969,26140.088,0,0,12158.708,0,0,0,129849.5,0,0,0,0,0,0,60815.5,98302.29,38713.21,124458.19,0,0,15025.706,38081.977,14790.294,15766.391,4956.5723,35605.312,23972.664,12110.596
1215,187.1069535,0.5759555,,,,,,,,,,,28593.352,16238.973,27365.23,24079.895,21653.145,18618.697,25517.604,20615.717,23628.941,181314.03,7894.1436,23949.38,198857.11,17961.982,67071.54,25670.508,4913.118,15169.015,26377.24,4342.766,13159.175,19092.113,0,8929.468,5102.2236,24339.27,5651.0107,0,5307.9443,23549.795,279054.34,17197.709,12961.095,0,0,14375.855,10440.988,0,0,0,0,0,12644.606,14909.746,0,10926.437,0,21894.246,10824.238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6037.41,18395.195,17174.992,0,0,7690.794,7442.2056,31207.996,30713.268,28175.127,23961.26,49373.97,20596.645
1230,185.1139942,0.56129307,,,,,,,,,,,20996.154,14046.971,5135.665,36294.754,13643.055,14170.178,33207.375,12315.584,26012.951,3904.145,24923.914,6495.41,41023.914,24226.055,30832.41,32301.715,28352.441,20338.89,44064.438,35064.41,20724.234,24772.244,48601.14,21621.338,16813.584,61857.203,15595.926,17928.695,24227.098,16575.668,19779.22,24543.186,32260.844,6862.7495,6112.5015,17422.44,24759.121,21130.984,13537.666,25499.062,3747.0698,6289.8335,20795.232,23548.422,22350.637,32161.635,4776.363,20576.812,29397.48,30211.018,21824.969,20007.365,37876.34,18944.203,32064.055,134436.58,3013.3784,74754.63,0,182902.5,0,0,87284.5,74602.7,23832.367,55358.945,15328.678,19064.443,28146.178,31143.756,12662.644,164732.31,14319.881,22366.29,37910.09,37491.24
1236,453.3419415,0.576762,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61533.055,0,0,0,45811.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29200.943,0,0,17630.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1261,214.9165094,0.5423365,,,,,,,,,,,19151.424,22650.713,25556.68,35122.71,58494.09,26041.26,10555.052,22841.238,57103.094,25336.285,29375.79,17887.764,43980.4,33527.49,7960.9414,155491.31,102109.11,33175.105,28516.748,17186.82,39412.203,31159.97,10623.4375,6727.126,7580.642,10788.877,3356.856,50228.863,4084.7847,36284.594,55828.336,20948.652,8644.888,0,0,43389.51,11830.703,0,0,0,0,0,9439.191,8604.203,0,10568.27,18678.35,3277.059,3168.8413,0,8373.791,12352.59,12338.297,0,15526.047,0,0,0,0,0,0,0,0,7068.6885,0,3017.3057,3202.2056,4152.0825,0,0,10091.814,10603.782,19746.162,3669.6333,2347.035,18420.72
