formulaRank,molecularFormula,adduct,precursorFormula,NPC#pathway,NPC#pathway Probability,NPC#superclass,NPC#superclass Probability,NPC#class,NPC#class Probability,ClassyFire#superclass,ClassyFire#superclass probability,ClassyFire#class,ClassyFire#class Probability,ClassyFire#subclass,ClassyFire#subclass Probability,ClassyFire#level 5,ClassyFire#level 5 Probability,ClassyFire#most specific class,ClassyFire#most specific class Probability,ClassyFire#all classifications,ionMass,retentionTimeInSeconds,retentionTimeInMinutes,formulaId,alignedFeatureId,mappingFeatureId,overallFeatureQuality
1,C4H5NO6Se,[M - H]-,C4H4NO6Se-,Fatty acids,0.778,Fatty Acids and Conjugates,0.535,Halogenated fatty acids,0.155,"Organic 1,3-dipolar compounds",0.715,"Allyl-type 1,3-dipolar organic compounds",0.572,Organic nitro compounds,0.522,C-nitro compounds,0.638,C-nitro compounds,0.638,"Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organometallic compounds; Organic nitro compounds; Carboxylic acids; Organometalloid compounds; Organic oxoazanium compounds; Carbonyl compounds; Selenoethers; Organoselenium compounds; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Organic oxides; C-nitro compounds; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",235.927,38,0.635,7.35173E+17,7.35171E+17,1350,
1,C10H9IO5,[M - H]-,C10H8IO5-,Polyketides,0.442,Phenolic acids (C6-C1),0.316,Simple phenolic acids,0.243,Benzenoids,0.959,Phenols,0.876,Halophenols,0.52,Iodophenols,0.741,Iodophenols,0.741,Organic compounds; Halobenzenes; Alcohols and polyols; Phenols; Organic acids and derivatives; Organohalogen compounds; Organooxygen compounds; Aryl iodides; Iodobenzenes; Organoiodides; Benzene and substituted derivatives; Polyols; Halophenols; Benzenoids; Iodophenols; Aryl halides; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities,334.941,34,0.57,7.35173E+17,7.35171E+17,1356,
1,C11H5ClO4S,[M - H]-,C11H4ClO4S-,Shikimates and Phenylpropanoids,0.983,Coumarins,0.814,Simple coumarins,0.443,Organoheterocyclic compounds,0.999,Benzopyrans,0.744,,,,,Benzopyrans,0.744,Organic compounds; Organoheterocyclic compounds; Lactones; Pyrans; Benzopyrans; Organohalogen compounds; Organooxygen compounds; Pyranones and derivatives; Aryl chlorides; Organochlorides; Benzenoids; Aryl halides; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,266.953,34,0.57,7.35173E+17,7.35171E+17,1371,
1,C5BNO5,[M - H]-,C5-HBNO5-,Alkaloids,0.287,Nicotinic acid alkaloids,0.026,Pyridine alkaloids,0.026,Organoheterocyclic compounds,0.994,Heteroaromatic compounds,0.981,,,,,Heteroaromatic compounds,0.981,Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organometallic compounds; Boronic acid derivatives; Carboxylic acids; Organometalloid compounds; Organic salts; Organic oxides; Organic metalloid salts; Organic metal salts; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,162.984,35,0.579,7.35173E+17,7.35171E+17,1374,
1,C4H4Cl2N4O6S,[M - H]-,C4H3Cl2N4O6S-,Alkaloids,0.141,Histidine alkaloids,0.042,Imidazole alkaloids,0.042,Organic acids and derivatives,0.932,Organic sulfonic acids and derivatives,0.944,Organosulfonic acids and derivatives,0.94,,,Organosulfonic acids and derivatives,0.94,Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organic acids and derivatives; Organohalogen compounds; Organosulfonic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Alkyl chlorides; Sulfonyls; Organochlorides; Alkyl halides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,304.915,32,0.536,7.35173E+17,7.35171E+17,1376,
1,C10O2,[M - H]-,C10-HO2-,Shikimates and Phenylpropanoids,0.811,Coumarins,0.295,Isocoumarins,0.372,Benzenoids,0.999,Naphthalenes,0.531,,,,,Naphthalenes,0.531,Organic compounds; Organoheterocyclic compounds; Naphthalenes; Organic acids and derivatives; Organooxygen compounds; Benzenoids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,150.983,35,0.579,7.35173E+17,7.35171E+17,1378,
1,C3H4ClN3O4,[M - H]-,C3H3ClN3O4-,Alkaloids,0.172,Histidine alkaloids,0.121,Imidazole alkaloids,0.122,Organoheterocyclic compounds,1,Azoles,0.848,,,,,Azoles,0.848,Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Azoles; Carboxylic acids; Organochlorides; Organic salts; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,179.982,35,0.579,7.35173E+17,7.35171E+17,1386,
1,C11H9IO6,[M - H]-,C11H8IO6-,Shikimates and Phenylpropanoids,0.645,Phenolic acids (C6-C1),0.751,Simple phenolic acids,0.602,Benzenoids,0.959,Phenols,0.82,Halophenols,0.526,Iodophenols,0.74,Iodophenols,0.74,Organic compounds; Halobenzenes; Alcohols and polyols; Phenols; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organooxygen compounds; Aryl iodides; Iodobenzenes; Monocarboxylic acids and derivatives; Carboxylic acids; Organoiodides; Benzene and substituted derivatives; Polyols; Halophenols; Benzenoids; Iodophenols; Aryl halides; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,362.935,35,0.579,7.35173E+17,7.35171E+17,1391,
1,C3H4N3O6P,[M - H]-,C3H3N3O6P-,Amino acids and Peptides,0.584,Histidine alkaloids,0.799,Imidazole alkaloids,0.8,Organoheterocyclic compounds,0.994,Azoles,0.93,,,,,Azoles,0.93,Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,207.977,35,0.579,7.35173E+17,7.35171E+17,1392,
1,C5H7BN2O2S,[M - H]-,C5H6BN2O2S-,Amino acids and Peptides,0.532,Small peptides,0.14,Aminoacids,0.1,Organoheterocyclic compounds,0.944,Metalloheterocyclic compounds,0.346,Azaborinines,0.775,,,Azaborinines,0.775,Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organometallic compounds; Boronic acid derivatives; Organometalloid compounds; Carbonyl compounds; Azaborinines; Organic salts; Organic oxides; Organic metalloid salts; Organic metal salts; Azacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,168.029,35,0.58,7.35173E+17,7.35171E+17,1393,
1,C3H6O6S3,[M - H]-,C3H5O6S3-,Fatty acids,0.599,Fatty Acids and Conjugates,0.131,Thia fatty acids,0.071,Organic acids and derivatives,0.989,Organic sulfonic acids and derivatives,0.889,Organosulfonic acids and derivatives,0.889,Alkanesulfonic acids and derivatives,0.746,Alkanesulfonic acids,0.775,Organic compounds; Organosulfur compounds; Organic acids and derivatives; Organosulfonic acids and derivatives; Organooxygen compounds; Sulfonyls; Organosulfonic acids; Alkanesulfonic acids and derivatives; Alkanesulfonic acids; Organic oxides; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organic oxygen compounds; Chemical entities,232.926,35,0.59,7.35173E+17,7.35171E+17,1394,
1,C2H6O5S2,[M - H]-,C2H5O5S2-,Fatty acids,0.948,Fatty acyls,0.092,Thia fatty acids,0.054,Organic acids and derivatives,0.994,Organic sulfonic acids and derivatives,0.917,Organosulfonic acids and derivatives,0.918,Alkanesulfonic acids and derivatives,0.882,Alkanesulfonic acids,0.878,Organic compounds; Organosulfur compounds; Organic acids and derivatives; Organosulfonic acids and derivatives; Organooxygen compounds; Sulfonyls; Organosulfonic acids; Alkanesulfonic acids and derivatives; Alkanesulfonic acids; Organic oxides; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organic oxygen compounds; Chemical entities,172.959,35,0.59,7.35173E+17,7.35171E+17,1396,
1,C7H10N6O3Si2,[M - H]-,C7H9N6O3Si2-,Alkaloids,0.795,Histidine alkaloids,0.596,Purine alkaloids,0.614,Organic acids and derivatives,0.902,Carboxylic acids and derivatives,0.786,"Amino acids, peptides, and analogues",0.794,Amino acids and derivatives,0.792,Alpha amino acids and derivatives,0.776,"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrimidines and pyrimidine derivatives; Imidazoles; Purines and purine derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Monocarboxylic acids and derivatives; Carboxylic acids; Aminopyrimidines and derivatives; Diazines; Carbonyl compounds; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; Imidolactams; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",281.029,35,0.589,7.35173E+17,7.35171E+17,1397,
1,C4H6FNO5PS,[M - H]-,C4H5FNO5PS-,Amino acids and Peptides,0.933,Small peptides,0.982,Aminoacids,0.988,Organic acids and derivatives,0.996,Carboxylic acids and derivatives,0.97,"Amino acids, peptides, and analogues",0.927,Amino acids and derivatives,0.926,Alpha amino acids and derivatives,0.926,"Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Organophosphorus compounds; Alkyl fluorides; Monocarboxylic acids and derivatives; Carboxylic acids; Organofluorides; Carbonyl compounds; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",228.962,35,0.589,7.35173E+17,7.35171E+17,1400,
1,C8H7NO6Se,[M - H]-,C8H6NO6Se-,Alkaloids,0.163,Small peptides,0.086,Aminoacids,0.055,Organic acids and derivatives,0.987,Carboxylic acids and derivatives,0.977,Carboxylic acids,0.911,,,Carboxylic acids,0.911,Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organometallic compounds; Carboxylic acids; Organometalloid compounds; Carbonyl compounds; Organoselenium compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,285.943,35,0.586,7.35173E+17,7.35171E+17,1401,
1,C3H2N4O8,[M + Cl]-,C3H2ClN4O8-,Alkaloids,0.381,Phenolic acids (C6-C1),0.051,Aminoacids,0.034,"Organic 1,3-dipolar compounds",0.993,"Allyl-type 1,3-dipolar organic compounds",0.985,Organic nitro compounds,0.987,C-nitro compounds,0.981,Nitroaromatic compounds,0.899,"Organic compounds; Organonitrogen compounds; Organooxygen compounds; Organic nitro compounds; Carboxylic acids; Organic oxoazanium compounds; Organic zwitterions; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic salts; Organic oxides; C-nitro compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities",256.956,35,0.589,7.35173E+17,7.35171E+17,1402,
1,C3H6N2O3P2S,[M - H]-,C3H5N2O3P2S-,Amino acids and Peptides,0.569,Small peptides,0.621,Aminoacids,0.514,Organoheterocyclic compounds,0.418,Azacyclic compounds,0.587,,,,,Azacyclic compounds,0.587,Organic compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organophosphorus compounds; Carbonyl compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,210.951,35,0.589,7.35173E+17,7.35171E+17,1405,
1,C5H7O4S5,[M - H]-,C5H6O4S5-,Fatty acids,0.96,Fatty Acids and Conjugates,0.808,Thia fatty acids,0.91,Organoheterocyclic compounds,0.697,Dithiolanes,0.376,"1,2-dithiolanes",0.531,,,"1,2-dithiolanes",0.531,"Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acids; Alkylthiols; Carbonyl compounds; Thiols; Organic disulfides; 1,2-dithiolanes; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities",289.887,35,0.59,7.35173E+17,7.35171E+17,1406,
1,C2H4O4S2,[M - H]-,C2H3O4S2-,Fatty acids,0.664,Fatty acyls,0.144,Oxygenated hydrocarbons,0.067,Organic oxygen compounds,1,Organooxygen compounds,0.93,,,,,Organooxygen compounds,0.93,Organic compounds; Organosulfur compounds; Organic acids and derivatives; Organooxygen compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,154.948,35,0.591,7.35173E+17,7.35171E+17,1407,
1,C2H3F2O5S3,[M - H]-,C2H2F2O5S3-,Fatty acids,0.965,Fatty Acids and Conjugates,0.912,Halogenated fatty acids,0.914,Organic acids and derivatives,0.983,Carboxylic acids and derivatives,0.971,Alpha-halocarboxylic acids and derivatives,0.524,,,Alpha-halocarboxylic acids and derivatives,0.524,Organic compounds; Organosulfur compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organooxygen compounds; Alkyl fluorides; Monocarboxylic acids and derivatives; Carboxylic acids; Organofluorides; Alpha-halocarboxylic acids and derivatives; Carbonyl compounds; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,239.904,35,0.585,7.35173E+17,7.35171E+17,1409,
1,C8H10Br2N2O3S,[M - H]-,C8H9Br2N2O3S-,Amino acids and Peptides,0.71,Small peptides,0.34,Aminoacids,0.216,Organic acids and derivatives,0.991,Carboxylic acids and derivatives,0.634,"Amino acids, peptides, and analogues",0.506,Amino acids and derivatives,0.504,Amino acids,0.525,"Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organosulfonic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Aryl bromides; Monocarboxylic acids and derivatives; Sulfonyls; Carboxylic acids; Organobromides; Organosulfonamides; Carbonyl compounds; Halopyrimidines; Amines; Primary amines; Aryl halides; Aminosulfonyl compounds; Imidolactams; Organic oxides; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",370.87,35,0.59,7.35173E+17,7.35171E+17,1410,
1,C9H13Cl7O7S,[M - H]-,C9H12Cl7O7S-,Fatty acids,0.158,Alkylresorsinols,0.059,Simple aromatic polyketides,0.008,Benzenoids,0.79,Benzene and substituted derivatives,0.897,Halobenzenes,0.825,Chlorobenzenes,0.84,Chlorobenzenes,0.84,Organic compounds; Organosulfur compounds; Halobenzenes; Alcohols and polyols; Organic acids and derivatives; Organohalogen compounds; Organosulfonic acids and derivatives; Organooxygen compounds; Alkyl chlorides; Aryl chlorides; Chlorobenzenes; Sulfonyls; Organosulfonic acids; Organochlorides; Benzene and substituted derivatives; Benzenoids; Halohydrins; Chlorohydrins; Alkyl halides; Alkanesulfonic acids and derivatives; Alkanesulfonic acids; Organic oxides; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organic oxygen compounds; Chemical entities,508.815,36,0.596,7.35173E+17,7.35171E+17,1413,
1,C13H19ClN4O7,[M - H]-,C13H18ClN4O7-,Carbohydrates,0.73,Nucleosides,0.039,Purine nucleosides,0.093,Organic oxygen compounds,1,Organooxygen compounds,0.999,Carbohydrates and carbohydrate conjugates,0.997,Glycosyl compounds,0.987,Glycosylamines,0.574,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Imidazoles; Alcohols and polyols; Ethers; Organohalogen compounds; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Azoles; Aryl chlorides; Organochlorides; Monosaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; Glycosylamines; O-glycosyl compounds; Polyols; Substituted imidazoles; N-substituted imidazoles; Aryl halides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,377.087,36,0.605,7.35173E+17,7.35171E+17,1414,
1,C13H24O13,[M - H]-,C13H23O13-,Carbohydrates,0.999,Saccharides,1,Disaccharides,1,Organic oxygen compounds,1,Organooxygen compounds,1,Carbohydrates and carbohydrate conjugates,1,Disaccharides,0.937,Disaccharides,0.937,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Disaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,387.116,36,0.595,7.35173E+17,7.35171E+17,1434,
1,C8H16ClNO6,[M - H]-,C8H15ClNO6-,Carbohydrates,0.995,Aminosugars and aminoglycosides,0.995,Aminosugars,0.998,Organic oxygen compounds,1,Organooxygen compounds,1,Carbohydrates and carbohydrate conjugates,0.976,Aminosaccharides,0.965,Acylaminosugars,0.839,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Acylaminosugars; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Carboxylic acid amides; Hemiacetals; Carboxylic acid derivatives; Amino sugars; Hexoses; Organochlorides; Monosaccharides; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Oxanes; N-acyl-alpha-hexosamines; Polyols; Alkyl halides; Aminosaccharides; Acetamides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,256.06,36,0.608,7.35173E+17,7.35171E+17,1435,
